Device,IPv4,IPv6,SysUpTime,Added,Location,Identifier,Description
BNAP007-Geb6-EG-R6007-Idealmust,10.210.101.243,,,2023-08-03 23:22,Geb6-EG-R6007-Idealmust,,
BNAP035-Geb3-E1-R3117-Phy,10.210.101.215,,,2023-08-01 23:15,Geb3-E1-R3117-Phy.Lab,,
BNAP036-Geb3-E1-R3117-Phy,10.210.101.214,,,2023-08-01 23:15,Geb3-E1-R3117-Phy.Lab,,
BNAP037-Geb3-E1-R3103-Phy,10.210.101.213,,,2023-08-03 23:22,Geb3-E1-R3103-Phy.Lab,,
BNAP038-Personal-1G-R1174-Einkau,10.210.101.212,,,2023-07-31 23:22,Geb.1/1.OG R.1174,,
BNAP039-Personal-EG-R1076-BKK,10.210.101.211,,,2023-07-31 23:22,default_location,,
BNAP040-Personal-EG-R1065-ZEL,10.210.101.210,,,2023-07-31 23:22,Zentrallogistik,,
BNAP041-Personal-1G-R1166-Entwic,10.210.101.209,,,2023-07-31 23:22,Entwicklung,,
BNAP042-Elektro-E1-R000-Flur,10.210.101.208,,,2020-09-11 06:52,Elektro-E1-R000-Flur,,
BNAP045-Fasslager-EG-R8082,10.210.101.205,,,2023-08-09 23:11,default location,,
BNAP046-Fasslager-EG-R8082,10.210.101.204,,,2023-08-09 23:11,default location,,
BNAP047-Fasslager-EG-R8080,10.210.101.203,,,2023-08-09 23:11,default location,,
BNAP049-Warenannahme-EG-R0081,10.210.101.201,,,2023-08-03 23:22,default location,,
BNAP050-Warenannahme-EG-R0081,10.210.101.200,,,2023-08-03 23:22,default location,,
BNAP051-Palettenlager-EG-R0083,10.210.101.199,,,2023-08-09 23:11,Palettenlager bei Warenannahme,,
BNAP052-Palettenlager-EG-R0083,10.210.101.198,,,2023-08-09 23:11,Palletenlager bei Warenannahme,,
BNAP053-Geb3-EG-R3052-Retouren,10.210.101.197,,,2023-08-02 23:22,Geb3-EG-R3052-Retouren,,
BNAP054-Geb5-KG-R5930-Huelsenk,10.210.101.196,,,2020-09-11 06:52,Geb.5 Osthalle Huelsenkeller R5930,,
BNAP055-Geb5-KG-R5910ab-Huelsenk,10.210.101.195,,,2020-09-11 06:52,Geb.5 Osthalle Huelsenkeller R5910ab,,
BNAP056-Geb5-KG-R5910cd-Huelsen,10.210.101.194,,,2020-09-11 06:52,Geb.5 Osthalle Huelsenkeller R5910CD,,
BNAP057-Geb5-KG-R5910cd-Huelsen,10.210.101.193,,,2020-09-11 06:52,Geb.5 Osthalle Huelsenkeller R5910cd,,
BNAP058-Geb1-E3-R1334-Konferenz,10.210.101.192,,,2023-08-02 23:22,Geb1-E3-R1334-Konferenz,,
BNAP059-Geb7-EG-R7004-Konferenz,10.210.101.191,,,2023-08-01 23:15,Geb7-EG-R7004-Konferenz,,
BNAP060-Geb1-E1-R1137a,10.210.101.190,,,2023-07-31 23:22,Geb1-E1-R1137a,,
BNAP061-Geb1-E1-R1104a,10.210.101.189,,,2023-07-31 23:22,Geb1-E1-R1104a,,
BNAP062-Geb6-EG-R6035-Schaumlage,10.210.101.188,,,2023-08-09 23:11,Geb6-EG-R6035-Schaumlage,,
BNAP063-Geb6-EG-R6035-Schaumlage,10.210.101.187,,,2023-08-09 23:11,Geb6-EG-R6035-Schaumlage,,
BNAP064-Geb6-EG-R6035-Schaumlage,10.210.101.186,,,2023-08-09 23:11,Geb6-EG-R6035-Schaumlage,,
BNAP065-Geb6-EG-R6034-Schaumlage,10.210.101.185,,,2023-08-09 23:11,Geb6-EG-R6034-Schaumlage,,
BNAP066-Geb6-EG-R6031-DM11DM12,10.210.101.184,,,2023-08-09 23:11,Geb6-EG-R6031-DM11/DM12,,
BNAP067-Feuerwehr-EG-R0015,10.210.101.183,,,2020-09-11 06:52,Feuerwehr/EG R0015,,
BNAP068-Zentralmagazin-KG-R9937,10.210.101.182,,,2023-08-01 23:15,Zentralmagazin-KG,,
BNAP069-Zentralmagazin-KG-R9937,10.210.101.181,,,2023-08-01 23:15,Zentralmagazin-KG,,
BNAP070-Zentralmagazin-KG-R9937,10.210.101.180,,,2023-08-01 23:15,Zentralmagazin-KG,,
BNAP071-Zentralmagazin-EG-R9031,10.210.101.179,,,2023-08-01 23:15,Zentralmagazin-EG,,
BNAP072-Zentralmagazin-1G-R9031,10.210.101.178,,,2023-08-02 23:22,Zentralmagazin/1.OG,,
BNAP073-Deppe-E1-R000,10.210.101.177,,,2023-07-31 23:22,Deppe 1.OG,,
BNAP074-Deppe-E2-R000-Links,10.210.101.176,,,2023-07-31 23:22,Deppe/2.OG Links,,
BNAP075-Deppe-E2-R000-Rechts,10.210.101.175,,,2023-07-31 23:22,Deppe/2.OG Rechts,,
BNAP076-Geb1-E3-R1313,10.210.101.173,,,2023-07-31 23:22,Geb1-E3-R1313,,
BNAP077-Geb7-E1-R7154-Flur,10.210.101.174,,,2023-08-02 23:22,Geb7-E1-R7154-Flur,,
BNAP078-Geb9-EG-R9042-Eisenlager,10.210.101.172,,,2023-08-03 23:22,Geb9-EG-R9042-Eisenlager,,
BNAP079-Kantine-EG-R9071-Sp,10.210.101.171,,,2023-08-01 23:15,Speisesaal,,
BNAP080-Geb5-E1-R5121-Flur,10.210.101.170,,,2023-07-31 23:22,Geb5-E1-R5121-Flur,,
BNAP081-Geb5-E1-R5131-Flur,10.210.101.169,,,2023-07-31 23:22,Geb5-E1-R5131-Flur,,
BNAP082-Geb5-EG-R5017-Verladeram,10.210.101.167,,,2023-08-03 23:22,Geb5-EG-R5017-Verladeram,,
BNAP085-Geb1-EG-R1030-Radebold,10.210.101.165,,,2023-08-01 23:15,Geb1-EG-R1030-Radebold,,
BNAP103,10.210.101.147,,,2024-01-27 23:05,default location,,
BNAP104,10.210.101.146,,,2024-01-27 23:05,default location,,
BNAP128-Personal-EG-R1086-Pfoert,10.210.101.122,,,2023-08-03 23:22,Geb.1/EG Pfoertner,,
BNAP129-Geb1-EG-R1054-Empfangs,10.210.101.121,,,2023-08-09 23:11,Geb1-EG-R1054-Empfangs,,
BNAP130-Geb3-EG-R3013-AGV,10.210.101.120,,,2023-10-05 23:18,AGV Strecke,,
BNAP131-Geb6-EG-R6088-AGV,10.210.101.119,,,2023-10-05 23:18,AGV Strecke,,
BNDAP001-Geb8-EG-R8025-RSL,10.210.101.249,,,2020-09-11 06:52,Geb8-EG-R8025-RSL,,
BNDAP002-Geb8-EG-R8025-RSL,10.210.101.248,,,2020-09-11 06:52,Geb8-EG-R8025-RSL,,
BNDAP003-Geb8-EG-R8025-RSL,10.210.101.247,,,2020-09-11 06:52,Geb8-EG-R8025-RSL,,
BNDAP004-Geb8-EG-R8025-RSL,10.210.101.246,,,2020-09-11 06:52,Geb8-EG-R8025-RSL,,
BNDAP005-Geb8-EG-R8025-RSL,10.210.101.245,,,2020-09-11 06:52,Geb8-EG-R8025-RSL,,
BNDAP006-Tor2,10.210.101.244,,,2021-11-23 23:03,Werkstor 2,,
BNDAP008-Geb2-EG-R2018-SM16,10.210.101.242,,,2020-09-11 06:52,Geb2-EG-R2018-SM16,,
BNDAP009-Geb2-EG-R2083-AltePaste,10.210.101.241,,,2020-09-11 06:52,Geb2-EG-R2083-AltePaste,,
BNDAP010-Geb5-EG-R5070-KM10,10.210.101.240,,,2020-09-17 01:54,Geb5-EG-R5070-KM10,,
BNDAP011-Geb5-EG-R5071-KM7,10.210.101.239,,,2020-09-11 06:52,Geb5-EG-R5071-KM7,,
BNDAP012-Geb6-E-R000-NeuePaste,10.210.101.238,,,2020-09-11 06:52,Geb6-E-R000-NeuePaste,,
BNDAP013-Geb5-EG-R5071-KM17,10.210.101.237,,,2020-09-11 06:52,Geb5-EG-R5071-KM1+7,,
BNDAP014-Geb8-EG-R8095-GM15,10.210.101.236,,,2023-05-16 23:18,Geb8-EG-R8095-GM15,,
BNDAP015-Geb6-EG-R6085-DM9,10.210.101.235,,,2020-09-11 06:52,Geb6-EG-R6085-DM9,,
BNDAP016-Geb7-EG-R7086-PU1,10.210.101.234,,,2020-09-11 06:52,Geb7-EG-R7086-PU1,,
BNDAP017-Geb8-EG-R8041-Gewebelag,10.210.101.233,,,2020-09-11 06:52,Geb8-EG-R8041-Gewebelag,,
BNDAP018-Geb8-EG-R8041-Gewebelag,10.210.101.232,,,2020-09-11 06:52,Geb8-EG-R8041-Gewebelag,,
BNDAP019-Geb8-EG-R8041-Gewebelag,10.210.101.231,,,2020-09-11 06:52,Geb8-EG-R8041-Gewebelag,,
BNDAP020-Geb1-E3-R1355-Vorstand,10.210.101.230,,,2020-09-11 06:52,Geb1-E3-R1355-Vorstand,,
BNDAP021-Geb1-E3-R1394,10.210.101.229,,,2020-09-11 06:52,Geb1-E3-R1394,,
BNDAP022-Geb2-E1-R2143,10.210.101.228,,,2020-09-11 06:52,Geb2-E1-R2143,,
BNDAP023-Geb1-EG-R1044-RZ,10.210.101.227,,,2020-09-11 06:52,Geb1-EG-R1044-RZ,,
BNDAP024-Geb1-EG-R1057,10.210.101.226,,,2020-09-11 06:52,Geb1-EG-R1057,,
BNDAP025-Geb1-EG-R1027,10.210.101.225,,,2020-09-11 06:52,Geb1-EG-R1027,,
BNDAP026-Geb1-EG-R1037b,10.210.101.224,,,2020-09-11 06:52,Geb.1/EG R1037b,,
BNDAP027-Geb2-E2-R2206,10.210.101.223,,,2020-09-11 06:52,Geb2-E2-R2206,,
BNDAP028-Geb1-E2-R1290,10.210.101.222,,,2020-09-11 06:52,Geb1-E2-R1290,,
BNDAP029-Geb1-E1-R1152,10.210.101.221,,,2020-09-11 06:52,Geb1-E1-R1152,,
BNDAP030-Geb8-EG-R8011-Sperrlage,10.210.101.220,,,2020-09-11 06:52,Geb8-EG-R8011-Sperrlage,,
BNDAP031-Geb8-EG-R8005-Waermelag,10.210.101.219,,,2020-09-11 06:52,Geb8-EG-R8005-Waermelag,,
BNDAP032-Geb8-EG-R8002-Antimon,10.210.101.218,,,2020-09-11 06:52,Geb8-EG-R8002-Antimon,,
BNDAP033-Geb8-EG-R8013-Schlauch,10.210.101.217,,,2020-09-11 06:52,Geb8-EG-R8013-Schlauch,,
BNDAP034-Geb8-EG-R8014-Schlauch,10.210.101.216,,,2020-09-11 06:52,Geb8-EG-R8014-Schlauch,,
BNDAP035-MatInsp,10.210.101.215,,,2020-09-11 06:52,default location,,
BNDAP036-MatInsp,10.210.101.214,,,2020-09-11 06:52,default location,,
BNDAP037-MatInsp,10.210.101.213,,,2020-09-11 06:52,default location,,
BNDAP038-Einkauf,10.210.101.212,,,2020-09-11 06:52,default location,,
BNDAP039-BKK,10.210.101.211,,,2020-09-11 06:52,default location,,
BNDAP040-ZEL,10.210.101.210,,,2020-09-11 06:52,default location,,
BNDAP041-Entwicklung,10.210.101.209,,,2020-09-11 06:52,default location,,
BNDAP043-Druckhalle,10.210.101.207,,,2020-09-11 06:52,Druckhalle,,
BNDAP044-Geb7-EG-R7030-POSA,10.210.101.206,,,2020-09-11 06:52,Geb7-EG-R7030-POSA,,
BNDAP045-Fasslager,10.210.101.205,,,2020-09-11 06:52,default location,,
BNDAP046-Fasslager,10.210.101.204,,,2020-09-11 06:52,default location,,
BNDAP047-Fasslager,10.210.101.203,,,2020-09-11 06:52,default location,,
BNDAP048-Fasslager-EG-R8080,10.210.101.202,,,2020-09-11 06:52,default location,,
BNDAP049-Warenannahme,10.210.101.201,,,2020-09-11 06:52,default location,,
BNDAP050-Warenannahme,10.210.101.200,,,2020-09-11 06:52,default location,,
BNDAP051-Palettenlager,10.210.101.199,,,2020-09-11 06:52,default location,,
BNDAP052-Palettenlager,10.210.101.198,,,2020-09-11 06:52,default location,,
BNDAP053-Retourenlager,10.210.101.197,,,2020-09-11 06:52,default location,,
BNDAP059-R,10.210.101.191,,,2020-09-11 06:52,default location,,
BNDAP060-R,10.210.101.190,,,2020-09-11 06:52,default location,,
BNDAP061-R,10.210.101.189,,,2020-09-11 06:52,default location,,
BNDAP062-Schaumlager,10.210.101.188,,,2020-09-11 06:52,default location,,
BNDAP063-Schaumlager-aussen,10.210.101.187,,,2020-09-11 06:52,default location,,
BNDAP064-Schaumlager,10.210.101.186,,,2020-09-11 06:52,default location,,
BNDAP065-Schaumlager,10.210.101.185,,,2020-09-11 06:52,default location,,
BNDAP066-Schaumlager,10.210.101.184,,,2020-09-11 06:52,default location,,
BNDAP068-Zentralmagazin-KG,10.210.101.182,,,2020-09-11 06:52,default location,,
BNDAP069-Zentralmagazin-KG,10.210.101.181,,,2020-09-11 06:52,default location,,
BNDAP070-Zentralmagazin-KG,10.210.101.180,,,2020-09-11 06:52,default location,,
BNDAP071-Zentralmagazin-EG,10.210.101.179,,,2020-09-11 06:52,default location,,
BNDAP072-Zentralmagazin-OG1,10.210.101.178,,,2020-09-11 06:52,default location,,
BNDAP073-Deppe1,10.210.101.177,,,2020-09-11 06:52,default location,,
BNDAP074-Deppe2l,10.210.101.176,,,2020-09-11 06:52,default location,,
BNDAP075-Deppe2r,10.210.101.175,,,2020-09-11 06:52,default location,,
BNDAP076-R,10.210.101.173,,,2020-09-11 06:52,Verwaltung 3.OG NWS5,,
BNDAP077-HalleNord,10.210.101.174,,,2020-09-11 06:52,Halle Nord Meisterbuero,,
BNDAP078-Schlosserei,10.210.101.172,,,2020-09-11 06:52,default location,,
BNDAP079-Kantine,10.210.101.171,,,2020-09-11 06:52,default location,,
BNDAP080-Flur,10.210.101.170,,,2020-09-11 06:52,default location,,
BNDAP081-Flur-R,10.210.101.169,,,2020-09-11 06:52,default location,,
BNDAP082-Verlader,10.210.101.167,,,2020-09-11 06:52,R.5017,,
BNDAP084-Geb2-E1-R2104-GuteStube,10.210.101.166,,,2023-09-27 23:07,Geb2-E1-R2104-GuteStube,,
BNDAP084-R,10.210.101.166,,,2020-09-11 06:52,R. 2104 Gute Stube,,
BNDAP084-R.2104-Gute_Stube,10.210.101.166,,,2021-06-18 02:12,R. 2104 Gute Stube,,
BNDAP085-Buero,10.210.101.165,,,2020-09-11 06:52,Buero Radebold,,
BNDAP086-Geb7-E2-R7239,10.210.101.164,,,2020-09-11 06:52,Geb7-E2-R7239,,
BNDAP087-Geb7-E2-R7209,10.210.101.163,,,2020-09-11 06:52,Geb7-E2-R7209,,
BNDAP088-Geb2-E2-R2208-Konferenz,10.210.101.162,,,2021-05-21 02:06,Geb2-E2-R2208-Konferenz,,
BNDAP089-Geb2-EG-R2061-AGV,10.210.101.161,,,2021-08-05 09:23,Geb.2/EG AGV R.2061,,
BNDAP090-Geb2-EG-R2099-AGV,10.210.101.160,,,2021-08-05 09:23,Geb.2/EG R2099 AGV,,
BNDAP091-Geb3-EG-R3090-AGV,10.210.101.159,,,2021-08-05 09:23,Geb3/EG R3090 AGV,,
BNDAP092-Geb3-EG-R3090-AGV,10.210.101.158,,,2021-08-06 01:53,Geb.3/EG 3090 AGV,,
BNDAP093-Geb3-EG-R3051-AGV,10.210.101.157,,,2021-08-05 09:23,Geb.3/EG R3051 AGV,,
BNDAP094-Geb3-EG-R3091-AGV,10.210.101.156,,,2021-08-05 09:23,default location,,
BNDAP095-Geb3-EG-R3091-AGV,10.210.101.155,,,2021-08-05 09:23,default_location,,
BNDAP096-Geb6-EG-R6085,10.210.101.154,,,2021-08-05 09:23,Geb6-EG-R6085,,
BNDAP097-Geb7-EG-R7085-AGV,10.210.101.153,,,2021-08-05 09:23,default location,,
BNDAP098-Geb7-EG-R7083-AGV,10.210.101.152,,,2021-08-05 09:23,default location,,
BNDAP099-Geb7-EG-R7083,10.210.101.151,,,2021-08-05 09:23,Geb7-EG-R7083,,
BNDAP100-Geb7-EG-R7016,10.210.101.150,,,2021-08-05 09:23,Geb7-EG-R7016,,
BNDAP101-Geb5-EG-R000-Aussen-AGV,10.210.101.149,,,2021-08-05 09:23,Outdoor-AP,,
BNDAP102-Geb6-E3-R6352-CITT,10.210.101.148,,,2021-10-01 02:11,Geb6-E3-R6352-CITT,,
BNSW010,10.210.97.10,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
BNSW011,10.210.97.11,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW012,10.210.97.12,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW013,10.210.97.13,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW014,10.210.97.14,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW015,10.210.97.15,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW016,10.210.97.16,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW018,10.210.97.18,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW019,10.210.97.19,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW020,10.210.97.20,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW021,10.210.97.21,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW022,10.210.97.22,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW023,10.210.97.23,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW024,10.210.97.24,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW025,10.210.97.25,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW026,10.210.97.26,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW027,10.210.97.27,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW031,10.210.97.31,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW032,10.210.97.32,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW033,10.210.97.33,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW034,10.210.97.34,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW036,10.210.97.36,,,2021-06-18 17:37,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW037,10.210.97.37,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW038,10.210.97.38,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW039,10.210.97.39,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW040,10.210.97.40,,,2021-06-04 09:56,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW042,10.210.97.42,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW043,10.210.97.43,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW044,10.210.97.44,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW045,10.210.97.45,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW046,10.210.97.46,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW047,10.210.97.47,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW048,10.210.97.48,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW049,10.210.97.49,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW050,10.210.97.50,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW051,10.210.97.51,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW052,10.210.97.52,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW053,10.210.97.53,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW054,10.210.97.54,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW055,10.210.97.55,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW056,10.210.97.56,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW057,10.210.97.57,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW058,10.210.97.58,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW059,10.210.97.59,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW060,10.210.97.60,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW061,10.210.97.61,,,2021-06-04 09:56,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW063,10.210.97.63,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW064,10.210.97.64,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW065,10.210.97.65,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW068,10.210.97.68,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
BNSW069,10.210.97.69,,,2021-05-26 09:21,CT Vinnhorst,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
